sennenhunde.n.01	working_dog.n.01
common_eland.n.01	placental.n.01
phyllostomus_hastatus.n.01	mammal.n.01
grizzly.n.01	mammal.n.01
common_eland.n.01	eland.n.01
silky_pocket_mouse.n.01	rat.n.01
racehorse.n.01	equine.n.01
elephant_seal.n.01	mammal.n.01
starnose_mole.n.01	mole.n.06
gazella_subgutturosa.n.01	placental.n.01
kerry_blue_terrier.n.01	terrier.n.01
vespertilian_bat.n.01	vespertilian_bat.n.01
colobus.n.01	placental.n.01
male_horse.n.01	placental.n.01
cow.n.02	cow.n.02
sea_otter.n.01	musteline_mammal.n.01
vampire_bat.n.01	placental.n.01
whirlaway.n.01	racehorse.n.01
wood_rabbit.n.01	wood_rabbit.n.01
porcupine.n.01	porcupine.n.01
bonnet_macaque.n.01	primate.n.02
pygmy_marmoset.n.01	new_world_monkey.n.01
bullterrier.n.01	bullterrier.n.01
flying_fox.n.01	placental.n.01
black-and-tan_coonhound.n.01	dog.n.01
ocelot.n.01	placental.n.01
black-tailed_deer.n.01	mule_deer.n.01
river_dolphin.n.01	river_dolphin.n.01
mouse-eared_bat.n.01	mammal.n.01
chestnut.n.06	placental.n.01
burro.n.01	domestic_ass.n.01
kid.n.05	bovid.n.01
harnessed_antelope.n.01	even-toed_ungulate.n.01
japanese_deer.n.01	ungulate.n.01
hereford.n.01	ungulate.n.01
snow_leopard.n.01	carnivore.n.01
sheep.n.01	ungulate.n.01
antelope.n.01	ungulate.n.01
indri.n.01	lemur.n.01
dun.n.01	ungulate.n.01
eared_seal.n.01	aquatic_mammal.n.01
cocker_spaniel.n.01	carnivore.n.01
percheron.n.01	ungulate.n.01
egyptian_cat.n.01	feline.n.01
pouched_mouse.n.01	mammal.n.01
kob.n.01	ungulate.n.01
wombat.n.01	marsupial.n.01
brocket.n.02	deer.n.01
european_lemming.n.01	rodent.n.01
kinkajou.n.01	placental.n.01
toothed_whale.n.01	mammal.n.01
carabao.n.01	placental.n.01
harbor_seal.n.01	mammal.n.01
shetland_pony.n.01	equine.n.01
malinois.n.01	canine.n.02
hereford.n.01	beef.n.01
water_spaniel.n.01	sporting_dog.n.01
tapir.n.01	mammal.n.01
american_staffordshire_terrier.n.01	hunting_dog.n.01
common_raccoon.n.01	mammal.n.01
panther.n.02	big_cat.n.01
grey_whale.n.01	grey_whale.n.01
papillon.n.01	toy_dog.n.01
bird_dog.n.01	dog.n.01
blenheim_spaniel.n.01	mammal.n.01
wheel_horse.n.01	draft_horse.n.01
racehorse.n.01	ungulate.n.01
eastern_grey_squirrel.n.01	mammal.n.01
arabian.n.02	ungulate.n.01
pinscher.n.01	watchdog.n.02
northern_bog_lemming.n.01	lemming.n.01
snow_leopard.n.01	placental.n.01
egyptian_cat.n.01	mammal.n.01
angora.n.03	leporid.n.01
bezoar_goat.n.01	ungulate.n.01
vampire_bat.n.01	mammal.n.01
lesser_panda.n.01	procyonid.n.01
eland.n.01	bovid.n.01
soft-coated_wheaten_terrier.n.01	placental.n.01
lucy.n.01	mammal.n.01
zebra.n.01	equine.n.01
american_shrew_mole.n.01	placental.n.01
weimaraner.n.01	placental.n.01
civet.n.01	mammal.n.01
saiga.n.01	mammal.n.01
rhodesian_man.n.01	primate.n.02
coach_horse.n.01	mammal.n.01
jennet.n.01	ungulate.n.01
peba.n.01	edentate.n.01
pilot_whale.n.01	dolphin.n.02
grey_fox.n.01	grey_fox.n.01
grampus.n.02	placental.n.01
beaked_whale.n.01	toothed_whale.n.01
english_toy_spaniel.n.01	toy_dog.n.01
devon.n.02	devon.n.02
walker_hound.n.01	walker_hound.n.01
woolly_rhinoceros.n.01	ungulate.n.01
warrigal.n.01	mammal.n.01
gelding.n.01	horse.n.01
shrew_mole.n.01	shrew_mole.n.01
chimpanzee.n.01	chimpanzee.n.01
chihuahua.n.03	chihuahua.n.03
redbone.n.01	canine.n.02
rock_squirrel.n.01	rodent.n.01
coach_horse.n.01	draft_horse.n.01
alley_cat.n.01	placental.n.01
sloth_bear.n.01	bear.n.01
borzoi.n.01	canine.n.02
mapinguari.n.01	mammal.n.01
common_shrew.n.01	placental.n.01
fur_seal.n.02	pinniped_mammal.n.01
binturong.n.01	mammal.n.01
scottish_deerhound.n.01	carnivore.n.01
muishond.n.01	musteline_mammal.n.01
common_dolphin.n.01	common_dolphin.n.01
anthropoid_ape.n.01	ape.n.01
miniature_poodle.n.01	carnivore.n.01
cattalo.n.01	cattle.n.01
marco_polo_sheep.n.01	ruminant.n.01
greyhound.n.01	mammal.n.01
field_spaniel.n.01	hunting_dog.n.01
griffon.n.03	canine.n.02
forest_goat.n.01	mammal.n.01
shepherd_dog.n.01	shepherd_dog.n.01
santa_gertrudis.n.01	santa_gertrudis.n.01
pocket_mouse.n.01	placental.n.01
kitty.n.04	carnivore.n.01
hart.n.03	placental.n.01
water_rat.n.03	mammal.n.01
pere_david's_deer.n.01	placental.n.01
big_cat.n.01	feline.n.01
binturong.n.01	carnivore.n.01
algeripithecus_minutus.n.01	algeripithecus_minutus.n.01
swine.n.01	ungulate.n.01
red_bat.n.01	red_bat.n.01
billy.n.02	bovid.n.01
vixen.n.02	carnivore.n.01
eurasian_otter.n.01	musteline_mammal.n.01
viverrine.n.01	viverrine.n.01
malamute.n.01	sled_dog.n.01
western_grey_squirrel.n.01	squirrel.n.01
ewe.n.03	even-toed_ungulate.n.01
elephant.n.01	pachyderm.n.01
santa_gertrudis.n.01	mammal.n.01
striped_muishond.n.01	muishond.n.01
mare.n.01	odd-toed_ungulate.n.01
flat-coated_retriever.n.01	retriever.n.01
grizzly.n.01	brown_bear.n.01
gallant_fox.n.01	thoroughbred.n.02
margay.n.01	wildcat.n.03
papillon.n.01	canine.n.02
wood_rat.n.01	placental.n.01
saber-toothed_tiger.n.01	carnivore.n.01
welsh_pony.n.01	mammal.n.01
groenendael.n.01	groenendael.n.01
clydesdale_terrier.n.01	hunting_dog.n.01
wirehair.n.01	hunting_dog.n.01
deer_mouse.n.01	mouse.n.01
silver_fox.n.01	silver_fox.n.01
white-tailed_jackrabbit.n.01	jackrabbit.n.01
ferret_badger.n.01	placental.n.01
airedale.n.01	terrier.n.01
sivapithecus.n.01	hominid.n.01
jack.n.12	ungulate.n.01
native_cat.n.01	native_cat.n.01
bengal_tiger.n.01	placental.n.01
mandrill.n.01	primate.n.02
asiatic_black_bear.n.01	mammal.n.01
bedlington_terrier.n.01	dog.n.01
black_squirrel.n.01	tree_squirrel.n.01
staffordshire_bullterrier.n.01	dog.n.01
trotting_horse.n.01	mammal.n.01
hudson_bay_collared_lemming.n.01	pied_lemming.n.01
german_shepherd.n.01	placental.n.01
lioness.n.01	big_cat.n.01
bloodhound.n.01	dog.n.01
coondog.n.01	hound.n.01
broodmare.n.01	ungulate.n.01
newfoundland.n.01	dog.n.01
water_buffalo.n.01	even-toed_ungulate.n.01
deer_mouse.n.01	wood_mouse.n.01
american_marten.n.01	mammal.n.01
australopithecus_boisei.n.01	placental.n.01
cattalo.n.01	cattalo.n.01
mapinguari.n.01	mylodontid.n.01
milking_shorthorn.n.01	ruminant.n.01
jerboa.n.01	mammal.n.01
bongo.n.02	mammal.n.01
norfolk_terrier.n.01	terrier.n.01
striped_muishond.n.01	musteline_mammal.n.01
serotine.n.01	vespertilian_bat.n.01
rock_hyrax.n.01	rock_hyrax.n.01
kiang.n.01	wild_ass.n.01
pacific_walrus.n.01	placental.n.01
dugong.n.01	placental.n.01
welsh_terrier.n.01	placental.n.01
rat.n.01	rat.n.01
west_highland_white_terrier.n.01	terrier.n.01
water_dog.n.02	sporting_dog.n.01
red_deer.n.01	red_deer.n.01
hominid.n.01	primate.n.02
takin.n.01	goat_antelope.n.01
wildcat.n.03	carnivore.n.01
rhodesian_ridgeback.n.01	placental.n.01
blue_whale.n.01	baleen_whale.n.01
hooded_seal.n.01	aquatic_mammal.n.01
walrus.n.01	aquatic_mammal.n.01
secretariat.n.02	racehorse.n.01
taguan.n.01	placental.n.01
cape_buffalo.n.01	bovid.n.01
gnu.n.01	ruminant.n.01
stone_marten.n.01	stone_marten.n.01
cardigan.n.02	cardigan.n.02
whippet.n.01	carnivore.n.01
english_setter.n.01	carnivore.n.01
kangaroo_rat.n.01	placental.n.01
aoudad.n.01	placental.n.01
yak.n.02	ox.n.02
bottlenose_dolphin.n.01	aquatic_mammal.n.01
lechwe.n.01	ungulate.n.01
chow.n.03	mammal.n.01
flickertail.n.01	placental.n.01
burro.n.01	odd-toed_ungulate.n.01
lion.n.01	carnivore.n.01
hartebeest.n.01	mammal.n.01
watchdog.n.02	dog.n.01
finback.n.01	rorqual.n.01
mexican_hairless.n.01	placental.n.01
placental.n.01	mammal.n.01
santa_gertrudis.n.01	placental.n.01
pricket.n.02	ruminant.n.01
staffordshire_bullterrier.n.01	mammal.n.01
red_poll.n.01	bovid.n.01
margay.n.01	feline.n.01
eastern_cottontail.n.01	mammal.n.01
colobus.n.01	mammal.n.01
tabby.n.01	mammal.n.01
european_wood_mouse.n.01	placental.n.01
bull.n.01	placental.n.01
ram.n.05	mammal.n.01
rodent.n.01	mammal.n.01
murine.n.01	placental.n.01
welsh.n.03	placental.n.01
margay.n.01	mammal.n.01
sussex_spaniel.n.01	sussex_spaniel.n.01
leopard_cat.n.01	placental.n.01
citation.n.06	citation.n.06
coydog.n.01	carnivore.n.01
war_admiral.n.01	racehorse.n.01
big-eared_bat.n.01	mammal.n.01
java_man.n.01	mammal.n.01
milking_shorthorn.n.01	mammal.n.01
bezoar_goat.n.01	ruminant.n.01
grade.n.09	bovine.n.01
coydog.n.01	coyote.n.01
great_dane.n.01	working_dog.n.01
grey.n.07	saddle_horse.n.01
asian_wild_ox.n.01	ox.n.02
macaque.n.01	placental.n.01
american_harvest_mouse.n.01	rodent.n.01
toy_dog.n.01	mammal.n.01
malinois.n.01	belgian_sheepdog.n.01
grade.n.09	ruminant.n.01
cocker_spaniel.n.01	dog.n.01
digitigrade_mammal.n.01	digitigrade_mammal.n.01
brown_rat.n.01	placental.n.01
tamarisk_gerbil.n.01	tamarisk_gerbil.n.01
mexican_pocket_mouse.n.01	mexican_pocket_mouse.n.01
hog.n.03	mammal.n.01
eohippus.n.01	mammal.n.01
grey_fox.n.01	placental.n.01
bovine.n.01	ruminant.n.01
eland.n.01	placental.n.01
walker_hound.n.01	hound.n.01
ibex.n.01	ruminant.n.01
beef.n.01	beef.n.01
longwool.n.01	bovid.n.01
nilgai.n.01	ruminant.n.01
pygmy_chimpanzee.n.01	mammal.n.01
quarter_horse.n.01	horse.n.01
equine.n.01	equine.n.01
africander.n.01	ungulate.n.01
coati.n.01	coati.n.01
solo_man.n.01	homo.n.02
belgian_sheepdog.n.01	placental.n.01
short-tailed_shrew.n.01	placental.n.01
american_foxhound.n.01	canine.n.02
japanese_deer.n.01	ruminant.n.01
stalking-horse.n.04	horse.n.01
tabby.n.01	domestic_cat.n.01
wild_sheep.n.01	ruminant.n.01
common_eland.n.01	antelope.n.01
hereford.n.01	bovine.n.01
apar.n.01	placental.n.01
three-toed_sloth.n.01	placental.n.01
kangaroo_rat.n.01	rat.n.01
blue_point_siamese.n.01	carnivore.n.01
mare.n.01	equine.n.01
white_elephant.n.02	indian_elephant.n.01
silky_pocket_mouse.n.01	rodent.n.01
gayal.n.01	placental.n.01
earless_seal.n.01	aquatic_mammal.n.01
malayan_tapir.n.01	odd-toed_ungulate.n.01
curly-coated_retriever.n.01	carnivore.n.01
cairn.n.02	placental.n.01
pacific_bottlenose_dolphin.n.01	cetacean.n.01
chiacoan_peccary.n.01	placental.n.01
guernsey.n.02	guernsey.n.02
basset.n.01	hunting_dog.n.01
beef.n.01	cattle.n.01
rhinoceros.n.01	odd-toed_ungulate.n.01
greater_pichiciego.n.01	edentate.n.01
two-year-old_horse.n.01	equine.n.01
cocker_spaniel.n.01	placental.n.01
naked_mole_rat.n.01	mammal.n.01
omaha.n.04	placental.n.01
loir.n.01	mammal.n.01
hack.n.08	placental.n.01
mantled_ground_squirrel.n.01	squirrel.n.01
clumber.n.01	mammal.n.01
eskimo_dog.n.01	working_dog.n.01
belgian_sheepdog.n.01	carnivore.n.01
queen.n.09	queen.n.09
south_american_sea_lion.n.01	placental.n.01
lippizan.n.01	placental.n.01
gelding.n.01	odd-toed_ungulate.n.01
arabian.n.02	arabian.n.02
insectivore.n.01	placental.n.01
smiledon_californicus.n.01	placental.n.01
water_buffalo.n.01	ungulate.n.01
bluetick.n.01	canine.n.02
norwegian_elkhound.n.01	hunting_dog.n.01
stirk.n.01	placental.n.01
mustang.n.01	ungulate.n.01
red_fox.n.03	fox.n.01
cayuse.n.01	cayuse.n.01
courser.n.03	carnivore.n.01
ermine.n.02	ermine.n.02
hack.n.06	hack.n.06
paranthropus.n.01	paranthropus.n.01
hominoid.n.01	primate.n.02
napu.n.01	even-toed_ungulate.n.01
bushbuck.n.01	bushbuck.n.01
northern_pocket_gopher.n.01	northern_pocket_gopher.n.01
malayan_tapir.n.01	malayan_tapir.n.01
guernsey.n.02	cattle.n.01
atlantic_bottlenose_dolphin.n.01	whale.n.02
liver_chestnut.n.01	liver_chestnut.n.01
ayrshire.n.01	bovid.n.01
border_collie.n.01	mammal.n.01
blue_fox.n.01	mammal.n.01
norwich_terrier.n.01	hunting_dog.n.01
german_short-haired_pointer.n.01	mammal.n.01
liger.n.01	carnivore.n.01
irish_water_spaniel.n.01	water_spaniel.n.01
american_harvest_mouse.n.01	new_world_mouse.n.01
oryx.n.01	oryx.n.01
devon.n.02	cattle.n.01
hartebeest.n.01	even-toed_ungulate.n.01
pine_vole.n.01	wood_rat.n.01
wood_mouse.n.01	mouse.n.01
whippet.n.01	greyhound.n.01
arabian.n.02	mammal.n.01
cairn.n.02	dog.n.01
carabao.n.01	ruminant.n.01
european_water_shrew.n.01	water_shrew.n.01
two-toed_sloth.n.02	sloth.n.02
langur.n.01	langur.n.01
jack.n.12	equine.n.01
fawn.n.02	even-toed_ungulate.n.01
bison.n.01	placental.n.01
gemsbok.n.01	even-toed_ungulate.n.01
kudu.n.01	ruminant.n.01
woodland_caribou.n.01	mammal.n.01
burmese_cat.n.01	cat.n.01
wolverine.n.03	placental.n.01
gayal.n.01	mammal.n.01
billy.n.02	even-toed_ungulate.n.01
indri.n.01	primate.n.02
warhorse.n.03	odd-toed_ungulate.n.01
greater_swiss_mountain_dog.n.01	carnivore.n.01
lemur.n.01	mammal.n.01
stirk.n.01	bovid.n.01
prairie_dog.n.01	mammal.n.01
bunny.n.02	placental.n.01
aye-aye.n.01	placental.n.01
airedale.n.01	hunting_dog.n.01
puku.n.01	even-toed_ungulate.n.01
antelope.n.01	bovid.n.01
slender_loris.n.01	mammal.n.01
grivet.n.01	primate.n.02
mastiff.n.01	mastiff.n.01
farm_horse.n.01	horse.n.01
starnose_mole.n.01	mammal.n.01
big-eared_bat.n.01	leafnose_bat.n.01
saddle_horse.n.01	horse.n.01
lesser_rorqual.n.01	lesser_rorqual.n.01
civet.n.01	civet.n.01
common_opossum.n.01	common_opossum.n.01
potto.n.02	potto.n.02
typical_jerboa.n.01	typical_jerboa.n.01
house_mouse.n.01	house_mouse.n.01
tarsius_glis.n.01	tarsier.n.01
hazel_mouse.n.01	rodent.n.01
yorkshire_terrier.n.01	yorkshire_terrier.n.01
pinscher.n.01	carnivore.n.01
brocket.n.02	placental.n.01
bull_mastiff.n.01	carnivore.n.01
mountain_goat.n.01	ungulate.n.01
slender-tailed_meerkat.n.01	viverrine.n.01
cow_pony.n.01	odd-toed_ungulate.n.01
golden_retriever.n.01	hunting_dog.n.01
whirlaway.n.01	ungulate.n.01
bison.n.01	bovid.n.01
fox_squirrel.n.01	rodent.n.01
bay.n.07	odd-toed_ungulate.n.01
european_rabbit.n.01	placental.n.01
cinnamon_bear.n.01	bear.n.01
bull.n.01	ruminant.n.01
south_american_sea_lion.n.01	aquatic_mammal.n.01
madagascar_cat.n.01	primate.n.02
australopithecus_afarensis.n.01	australopithecine.n.01
marten.n.01	mammal.n.01
false_vampire.n.01	placental.n.01
livestock.n.01	placental.n.01
boxer.n.04	canine.n.02
field_spaniel.n.01	sporting_dog.n.01
redbone.n.01	carnivore.n.01
lerot.n.01	lerot.n.01
java_man.n.01	java_man.n.01
bedlington_terrier.n.01	carnivore.n.01
pole_horse.n.01	ungulate.n.01
curly-coated_retriever.n.01	hunting_dog.n.01
banded_palm_civet.n.01	placental.n.01
rodent.n.01	rodent.n.01
exmoor.n.02	exmoor.n.02
woodland_caribou.n.01	placental.n.01
roan.n.02	horse.n.01
american_red_squirrel.n.01	placental.n.01
mara.n.02	mammal.n.01
desmodus_rotundus.n.01	carnivorous_bat.n.01
stepper.n.03	ungulate.n.01
trotting_horse.n.01	equine.n.01
uakari.n.01	primate.n.02
pteropus_hypomelanus.n.01	mammal.n.01
ewe.n.03	mammal.n.01
meerkat.n.01	viverrine.n.01
bernese_mountain_dog.n.01	working_dog.n.01
seizure-alert_dog.n.01	dog.n.01
przewalski's_horse.n.01	ungulate.n.01
sea_lion.n.01	aquatic_mammal.n.01
black_rhinoceros.n.01	black_rhinoceros.n.01
tiger_cat.n.01	placental.n.01
lechwe.n.01	antelope.n.01
onager.n.02	equine.n.01
griffon.n.03	griffon.n.03
common_zebra.n.01	common_zebra.n.01
ayrshire.n.01	mammal.n.01
bucking_bronco.n.01	odd-toed_ungulate.n.01
ewe.n.03	sheep.n.01
keeshond.n.01	spitz.n.01
hind.n.02	ungulate.n.01
narwhal.n.01	narwhal.n.01
cavalry_horse.n.01	placental.n.01
harbor_porpoise.n.01	dolphin.n.02
forest_goat.n.01	even-toed_ungulate.n.01
banded_palm_civet.n.01	carnivore.n.01
bunny.n.02	rabbit.n.01
pouched_mole.n.01	metatherian.n.01
grampus.n.02	whale.n.02
anoa.n.01	placental.n.01
madagascar_cat.n.01	mammal.n.01
crab-eating_opossum.n.01	marsupial.n.01
eskimo_dog.n.01	placental.n.01
serval.n.01	wildcat.n.03
pollard.n.02	mammal.n.01
norfolk_terrier.n.01	dog.n.01
sable_antelope.n.01	ruminant.n.01
vaquita.n.01	porpoise.n.01
quagga.n.01	quagga.n.01
langur.n.01	monkey.n.01
dark_horse.n.02	odd-toed_ungulate.n.01
brush-tailed_phalanger.n.01	mammal.n.01
arabian_camel.n.01	camel.n.01
nyala.n.02	even-toed_ungulate.n.01
white_wolf.n.01	mammal.n.01
saiga.n.01	even-toed_ungulate.n.01
sei_whale.n.01	baleen_whale.n.01
jack.n.12	placental.n.01
sassaby.n.01	ruminant.n.01
field_mouse.n.02	placental.n.01
mule_deer.n.01	mammal.n.01
elk.n.01	ruminant.n.01
packhorse.n.01	packhorse.n.01
welsh_terrier.n.01	canine.n.02
eastern_chimpanzee.n.01	anthropoid_ape.n.01
bovid.n.01	mammal.n.01
lapin.n.02	lagomorph.n.01
palomino.n.01	horse.n.01
prosimian.n.01	placental.n.01
elephant.n.01	elephant.n.01
short-tailed_shrew.n.01	short-tailed_shrew.n.01
domestic_ass.n.01	equine.n.01
mare.n.01	mare.n.01
bongo.n.02	antelope.n.01
eskimo_dog.n.01	eskimo_dog.n.01
greater_kudu.n.01	mammal.n.01
macrotus.n.01	carnivorous_bat.n.01
odd-toed_ungulate.n.01	odd-toed_ungulate.n.01
vizsla.n.01	placental.n.01
lerot.n.01	placental.n.01
harbor_seal.n.01	harbor_seal.n.01
pole_horse.n.01	equine.n.01
black-tailed_deer.n.01	even-toed_ungulate.n.01
horseshoe_bat.n.02	leafnose_bat.n.01
mastiff.n.01	mammal.n.01
mouse-eared_bat.n.01	bat.n.01
pademelon.n.01	marsupial.n.01
indian_buffalo.n.01	mammal.n.01
pygmy_chimpanzee.n.01	placental.n.01
coydog.n.01	canine.n.02
madagascar_cat.n.01	placental.n.01
new_world_beaver.n.01	mammal.n.01
charger.n.01	warhorse.n.03
leveret.n.01	hare.n.01
deer.n.01	ruminant.n.01
european_hare.n.01	hare.n.01
pacer.n.02	odd-toed_ungulate.n.01
primate.n.02	primate.n.02
jackass_bat.n.01	mammal.n.01
zoril.n.01	muishond.n.01
irish_setter.n.01	irish_setter.n.01
hog-nosed_skunk.n.01	hog-nosed_skunk.n.01
mouse-eared_bat.n.01	mouse-eared_bat.n.01
broodmare.n.01	odd-toed_ungulate.n.01
cow.n.01	even-toed_ungulate.n.01
ox.n.01	ox.n.01
coach_horse.n.01	workhorse.n.02
common_wallaby.n.01	common_wallaby.n.01
tree_wallaby.n.01	tree_wallaby.n.01
wirehair.n.01	wirehair.n.01
pygmy_mouse.n.01	wood_mouse.n.01
sausage_dog.n.01	mammal.n.01
jaguar.n.01	feline.n.01
female_mammal.n.01	mammal.n.01
harpy.n.03	mammal.n.01
longhorn.n.01	ruminant.n.01
bearded_seal.n.01	earless_seal.n.01
friesian.n.01	friesian.n.01
wild_ass.n.01	equine.n.01
talapoin.n.01	guenon.n.01
brood_bitch.n.01	canine.n.02
stallion.n.01	placental.n.01
masked_shrew.n.01	shrew.n.02
homo_soloensis.n.01	homo_soloensis.n.01
english_toy_spaniel.n.01	canine.n.02
sir_barton.n.01	horse.n.01
harbor_seal.n.01	earless_seal.n.01
springer.n.02	bovid.n.01
cheetah.n.01	carnivore.n.01
australian_sea_lion.n.01	aquatic_mammal.n.01
chihuahua.n.03	canine.n.02
columbian_mammoth.n.01	elephant.n.01
harness_horse.n.01	placental.n.01
post_horse.n.01	horse.n.01
hispid_pocket_mouse.n.01	placental.n.01
giant_panda.n.01	giant_panda.n.01
genet.n.03	genet.n.03
american_bison.n.01	bison.n.01
smiledon_californicus.n.01	carnivore.n.01
musk_kangaroo.n.01	marsupial.n.01
kerry_blue_terrier.n.01	carnivore.n.01
red_bat.n.01	vespertilian_bat.n.01
african_elephant.n.01	elephant.n.01
musk_kangaroo.n.01	metatherian.n.01
round-tailed_muskrat.n.01	placental.n.01
indri.n.01	placental.n.01
draft_horse.n.01	draft_horse.n.01
sivapithecus.n.01	sivapithecus.n.01
gerenuk.n.01	placental.n.01
hereford.n.01	bovid.n.01
dun.n.01	placental.n.01
smooth-haired_fox_terrier.n.01	canine.n.02
warhorse.n.03	horse.n.01
new_world_monkey.n.01	mammal.n.01
takin.n.01	ruminant.n.01
tiglon.n.01	placental.n.01
starnose_mole.n.01	placental.n.01
wether.n.01	placental.n.01
platypus.n.01	monotreme.n.01
bearded_seal.n.01	aquatic_mammal.n.01
angora.n.03	placental.n.01
feist.n.01	dog.n.01
jaculus_jaculus.n.01	jaculus_jaculus.n.01
mangabey.n.01	primate.n.02
charger.n.01	odd-toed_ungulate.n.01
wolf.n.01	carnivore.n.01
puku.n.01	placental.n.01
cocker_spaniel.n.01	mammal.n.01
coypu.n.01	rodent.n.01
norfolk_terrier.n.01	placental.n.01
tibetan_terrier.n.01	placental.n.01
harbor_porpoise.n.01	porpoise.n.01
house_mouse.n.01	placental.n.01
prairie_vole.n.01	wood_rat.n.01
nude_mouse.n.01	rodent.n.01
hooded_skunk.n.01	carnivore.n.01
baronduki.n.01	baronduki.n.01
border_collie.n.01	border_collie.n.01
saber-toothed_tiger.n.01	feline.n.01
lincoln.n.03	domestic_sheep.n.01
raccoon_dog.n.01	raccoon_dog.n.01
remount.n.01	placental.n.01
pole_horse.n.01	trotting_horse.n.01
meerkat.n.01	meerkat.n.01
longwool.n.01	domestic_sheep.n.01
kit_fox.n.02	placental.n.01
italian_greyhound.n.01	hound.n.01
jaguarundi.n.01	carnivore.n.01
american_mink.n.01	placental.n.01
arctic_ground_squirrel.n.01	squirrel.n.01
schnauzer.n.01	canine.n.02
aberdeen_angus.n.01	even-toed_ungulate.n.01
cheetah.n.01	cheetah.n.01
secretariat.n.02	secretariat.n.02
hack.n.08	hack.n.08
indian_elephant.n.01	pachyderm.n.01
count_fleet.n.01	equine.n.01
weasel.n.02	musteline_mammal.n.01
abrocome.n.01	rodent.n.01
chihuahua.n.03	mammal.n.01
jaculus_jaculus.n.01	rodent.n.01
pteropus_capestratus.n.01	bat.n.01
fissiped_mammal.n.01	mammal.n.01
irish_setter.n.01	placental.n.01
timber_wolf.n.01	wolf.n.01
wheel_horse.n.01	mammal.n.01
eurasian_badger.n.01	carnivore.n.01
scottish_deerhound.n.01	mammal.n.01
old_english_sheepdog.n.01	working_dog.n.01
little_chief_hare.n.01	lagomorph.n.01
queen.n.09	fossorial_mammal.n.01
wether.n.01	even-toed_ungulate.n.01
griffon.n.03	sporting_dog.n.01
phenacomys.n.01	vole.n.01
gee-gee.n.01	odd-toed_ungulate.n.01
blacktail_prairie_dog.n.01	mammal.n.01
cocker_spaniel.n.01	hunting_dog.n.01
stoat.n.01	placental.n.01
affirmed.n.01	racehorse.n.01
gordon_setter.n.01	mammal.n.01
blenheim_spaniel.n.01	blenheim_spaniel.n.01
bronco.n.01	placental.n.01
prairie_dog.n.01	prairie_dog.n.01
eastern_cottontail.n.01	placental.n.01
friesian.n.01	mammal.n.01
ayrshire.n.01	ayrshire.n.01
slender-tailed_meerkat.n.01	mammal.n.01
hominid.n.01	mammal.n.01
soft-coated_wheaten_terrier.n.01	canine.n.02
bonnet_macaque.n.01	macaque.n.01
ermine.n.02	placental.n.01
little_brown_bat.n.01	mammal.n.01
bloodhound.n.01	carnivore.n.01
hog_badger.n.01	placental.n.01
chigetai.n.01	onager.n.02
milking_shorthorn.n.01	cattle.n.01
pointer.n.04	canine.n.02
sei_whale.n.01	mammal.n.01
assault.n.03	racehorse.n.01
large_civet.n.01	placental.n.01
homo_soloensis.n.01	mammal.n.01
old_world_buffalo.n.01	bovid.n.01
roebuck.n.01	even-toed_ungulate.n.01
siamang.n.01	placental.n.01
borzoi.n.01	placental.n.01
toy_manchester.n.01	placental.n.01
entellus.n.01	placental.n.01
large_poodle.n.01	large_poodle.n.01
swamp_rabbit.n.02	rabbit.n.01
kudu.n.01	ungulate.n.01
bird_dog.n.01	mammal.n.01
bandicoot_rat.n.01	rat.n.01
courser.n.03	canine.n.02
reynard.n.01	fox.n.01
retriever.n.01	hunting_dog.n.01
cotswold.n.01	mammal.n.01
egyptian_cat.n.01	placental.n.01
waterbuck.n.01	ungulate.n.01
common_zebra.n.01	placental.n.01
elk.n.01	ungulate.n.01
kitty.n.04	placental.n.01
imperial_mammoth.n.01	proboscidean.n.01
civet.n.01	placental.n.01
addax.n.01	addax.n.01
american_shrew_mole.n.01	american_shrew_mole.n.01
golden_retriever.n.01	sporting_dog.n.01
doberman.n.01	pinscher.n.01
common_lynx.n.01	cat.n.01
ram.n.05	ruminant.n.01
razorback.n.01	ungulate.n.01
foxhound.n.01	dog.n.01
baboon.n.01	placental.n.01
great_ape.n.01	ape.n.01
redbone.n.01	placental.n.01
puppy.n.01	canine.n.02
mandrill.n.01	baboon.n.01
pricket.n.02	mammal.n.01
gibbon.n.02	placental.n.01
kelpie.n.02	canine.n.02
manchester_terrier.n.01	rat_terrier.n.01
pipistrelle.n.01	mammal.n.01
brahman.n.04	bovid.n.01
